AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Edelweiss Asset Management Limited,140180,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Retail Plan - Monthly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HI0
Edelweiss Asset Management Limited,140181,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Daily Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HA7
Edelweiss Asset Management Limited,140182,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Growth Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GZ6
Edelweiss Asset Management Limited,140198,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GO0INF754K01GN2
Edelweiss Asset Management Limited,140199,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Fortnightly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GV5INF754K01GR3
Edelweiss Asset Management Limited,141159,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,5000,18-Sep-2007,20-Sep-2007,
Edelweiss Asset Management Limited,141160,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,5000,18-Sep-2007,20-Sep-2007,
Edelweiss Asset Management Limited,141161,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,5000,18-Sep-2007,20-Sep-2007,
Edelweiss Asset Management Limited,141162,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,5000,18-Sep-2007,20-Sep-2007,
Edelweiss Asset Management Limited,140192,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Annual Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GX1INF754K01GT9
Edelweiss Asset Management Limited,140193,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Daily Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GP7
Edelweiss Asset Management Limited,140194,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Bonus Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GY9
Edelweiss Asset Management Limited,140195,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Weekly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GU7INF754K01GQ5
Edelweiss Asset Management Limited,140196,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Direct Plan - Growth Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GM4
Edelweiss Asset Management Limited,140197,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss  Liquid Fund - Direct Plan - Monthly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GW3INF754K01GS1
Edelweiss Asset Management Limited,140183,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Monthly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HL4INF754K01HD1
Edelweiss Asset Management Limited,140184,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Fortnightly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HK6INF754K01HC3
Edelweiss Asset Management Limited,140185,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Weekly Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HJ8INF754K01HB5
Edelweiss Asset Management Limited,140188,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Annual Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HQ3INF754K01HP5
Edelweiss Asset Management Limited,140189,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Bonus Option,5000,18-Sep-2007,20-Sep-2007,INF754K01HR1
Edelweiss Asset Management Limited,140190,Edelweiss Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Edelweiss Liquid Fund - Regular Plan - Dividend Option,5000,18-Sep-2007,20-Sep-2007,INF754K01GK8INF754K01GL6
Edelweiss Asset Management Limited,140225,Edelweiss Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Edelweiss Mid Cap Fund - Regular Plan - Growth Option,5000,09-Nov-2007,,INF843K01013
Edelweiss Asset Management Limited,140226,Edelweiss Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Edelweiss Mid Cap Fund - Regular Plan - Dividend Option,5000,09-Nov-2007,,INF843K01021INF843K01039
Edelweiss Asset Management Limited,140227,Edelweiss Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Edelweiss Mid Cap Fund - Direct Plan - Dividend Option,5000,09-Nov-2007,,INF843K01AP1INF843K01AQ9
Edelweiss Asset Management Limited,140228,Edelweiss Mid Cap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,5000,09-Nov-2007,,INF843K01AO4
Edelweiss Asset Management Limited,140229,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Regular Plan - Growth Option,5000,09-Jun-2008,25-Jun-2008,INF843K01344
Edelweiss Asset Management Limited,140230,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Institutional Plan - Growth Option,5000,09-Jun-2008,25-Jun-2008,INF843K01377
Edelweiss Asset Management Limited,140232,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Regular Plan - Dividend Option,5000,09-Jun-2008,25-Jun-2008,INF843K01351INF843K01369
Edelweiss Asset Management Limited,140233,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Regular Plan - Annual Dividend Option,5000,09-Jun-2008,25-Jun-2008,INF843K01922INF843K01914
Edelweiss Asset Management Limited,140235,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Direct Plan - Dividend Option,5000,09-Jun-2008,25-Jun-2008,INF843K01CF8INF843K01CG6
Edelweiss Asset Management Limited,140236,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Direct Plan - Annual Dividend Option,5000,09-Jun-2008,25-Jun-2008,INF843K01CI2INF843K01CH4
Edelweiss Asset Management Limited,140237,Edelweiss Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Edelweiss Money Market Fund - Direct Plan - Growth Option,5000,09-Jun-2008,25-Jun-2008,INF843K01CE1
Edelweiss Asset Management Limited,140242,Edelweiss Greater China Equity Off-shore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,10000,09-Jul-2009,,INF843K01138
Edelweiss Asset Management Limited,140243,Edelweiss Greater China Equity Off-shore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,10000,09-Jul-2009,,INF843K01AU1
Edelweiss Asset Management Limited,140255,Edelweiss ASEAN Equity Off-shore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,5000,10-Jun-2011,,INF843K01609
Edelweiss Asset Management Limited,140256,Edelweiss ASEAN Equity Off-shore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,5000,10-Jun-2011,,INF843K01AW7
Edelweiss Asset Management Limited,140273,Edelweiss US Value Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,5000,17-Jul-2013,,INF843K01ED9
Edelweiss Asset Management Limited,140274,Edelweiss US Value Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,5000,17-Jul-2013,,INF843K01EC1
Edelweiss Asset Management Limited,140283,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,10,26-Aug-2013,,INF843K01FK1
Edelweiss Asset Management Limited,140284,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Regular Plan - Dividend Option,10,26-Aug-2013,,INF843K01FL9INF843K01FM7
Edelweiss Asset Management Limited,140293,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Direct Plan - Monthly Dividend Option,10,26-Aug-2013,,INF843K01FI5INF843K01FH7
Edelweiss Asset Management Limited,140294,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Regular Plan - Fortnightly Dividend Option,10,26-Aug-2013,,INF843K01FO3
Edelweiss Asset Management Limited,140286,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,10,26-Aug-2013,,INF843K01FC8
Edelweiss Asset Management Limited,140288,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Direct Plan - Dividend Option,10,26-Aug-2013,,INF843K01FD6INF843K01FE4
Edelweiss Asset Management Limited,140289,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Regular Plan - Weekly Dividend Option,10,26-Aug-2013,,INF843K01FN5
Edelweiss Asset Management Limited,140290,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Direct Plan - Weekly Dividend Option,10,26-Aug-2013,,INF843K01FF1
Edelweiss Asset Management Limited,140291,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Direct Plan - Fortnightly Dividend Option,10,26-Aug-2013,,INF843K01FG9
Edelweiss Asset Management Limited,140292,Edelweiss Banking and PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,Edelweiss Banking and PSU Debt Fund - Regular Plan - Monthly Dividend Option,10,26-Aug-2013,,INF843K01FQ8INF843K01FP0
Edelweiss Asset Management Limited,140295,Edelweiss Europe Dynamic Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,5000,17-Jan-2014,,INF843K01GJ1
Edelweiss Asset Management Limited,140296,Edelweiss Europe Dynamic Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,5000,17-Jan-2014,,INF843K01GI3
Edelweiss Asset Management Limited,140297,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Regular Plan - Growth Option,5000,05-Feb-2014,,INF843K01HC4
Edelweiss Asset Management Limited,140298,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Direct Plan - Growth Option,5000,05-Feb-2014,,INF843K01GS2
Edelweiss Asset Management Limited,140301,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Regular Plan - Dividend Option,5000,05-Feb-2014,,INF843K01HE0INF843K01HF7
Edelweiss Asset Management Limited,140302,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Direct Plan - Dividend Option,5000,05-Feb-2014,,INF843K01GU8INF843K01GV6
Edelweiss Asset Management Limited,140303,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Regular Plan - Weekly Dividend Option,5000,05-Feb-2014,,INF843K01HG5
Edelweiss Asset Management Limited,140304,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Direct Plan - Weekly Dividend Option,5000,05-Feb-2014,,INF843K01GW4
Edelweiss Asset Management Limited,140307,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Regular Plan - Monthly Dividend Option,5000,05-Feb-2014,,INF843K01HJ9INF843K01HI1
Edelweiss Asset Management Limited,140308,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Direct Plan - Monthly Dividend Option,5000,05-Feb-2014,,INF843K01GZ7INF843K01GY0
Edelweiss Asset Management Limited,140310,Edelweiss Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Edelweiss Government Securities Fund - Regular Plan - Annual Dividend Option,5000,05-Feb-2014,,INF843K01HL5INF843K01HK7
Edelweiss Asset Management Limited,140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,5000,16-Jun-2014,,INF843K01IZ3
Edelweiss Asset Management Limited,140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund,Open Ended,Other Scheme - FoF Overseas,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,5000,16-Jun-2014,,INF843K01IY6
Edelweiss Asset Management Limited,140333,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Direct Plan - Growth Option,5000,08-Sep-2014,,INF843K01JI7
Edelweiss Asset Management Limited,140334,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Direct Plan - Dividend Option,5000,08-Sep-2014,,INF843K01JK3INF843K01JL1
Edelweiss Asset Management Limited,140336,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Growth Option,5000,08-Sep-2014,,INF843K01JS6
Edelweiss Asset Management Limited,140337,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Dividend Option,5000,08-Sep-2014,,INF843K01JU2INF843K01JV0
Edelweiss Asset Management Limited,140339,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Direct Plan - Monthly Dividend Option,5000,08-Sep-2014,,INF843K01JQ0INF843K01JO5
Edelweiss Asset Management Limited,140341,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Direct Plan - Annual Dividend Option,5000,08-Sep-2014,,INF843K01JR8INF843K01JP2
Edelweiss Asset Management Limited,140343,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Weekly Dividend Option,5000,08-Sep-2014,,INF843K01JW8
Edelweiss Asset Management Limited,140344,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Fortnightly Dividend Option,5000,08-Sep-2014,,INF843K01JX6
Edelweiss Asset Management Limited,140345,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Monthly Dividend Option,5000,08-Sep-2014,,INF843K01KA2INF843K01JY4
Edelweiss Asset Management Limited,140346,Edelweiss Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,Edelweiss Corporate Bond Fund - Regular Plan - Annual Dividend Option,5000,08-Sep-2014,,INF843K01KB0INF843K01JZ1
Edelweiss Asset Management Limited,141933,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Direct Plan - Monthly Dividend Option,5000,22-Sep-2014,,INF754K01IN8INF754K01IO6
Edelweiss Asset Management Limited,141934,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Regular Plan - Monthly Dividend Option,5000,22-Sep-2014,,INF754K01IP3INF754K01IQ1
Edelweiss Asset Management Limited,140347,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,5000,22-Sep-2014,,INF843K01KC8
Edelweiss Asset Management Limited,140348,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Direct Plan - Dividend Option,5000,22-Sep-2014,,INF843K01KE4INF843K01KF1
Edelweiss Asset Management Limited,140349,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Regular Plan - Dividend Option,5000,22-Sep-2014,,INF843K01KI5INF843K01KJ3
Edelweiss Asset Management Limited,140350,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,5000,22-Sep-2014,,INF843K01KD6
Edelweiss Asset Management Limited,140351,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,5000,22-Sep-2014,,INF843K01KG9
Edelweiss Asset Management Limited,140352,Edelweiss Equity Savings Fund,Open Ended,Hybrid Scheme - Equity Savings,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,5000,22-Sep-2014,,INF843K01KH7
Edelweiss Asset Management Limited,140353,Edelweiss Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,5000,13-Jan-2015,,INF843K01KK1
Edelweiss Asset Management Limited,140354,Edelweiss Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Edelweiss Flexi Cap Fund - Direct Plan - Dividend Option,5000,13-Jan-2015,,INF843K01KL9INF843K01KM7
Edelweiss Asset Management Limited,140355,Edelweiss Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,5000,13-Jan-2015,,INF843K01KN5
Edelweiss Asset Management Limited,140356,Edelweiss Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Edelweiss Flexi Cap Fund - Regular Plan - Dividend Option,5000,13-Jan-2015,,INF843K01KO3INF843K01KP0
ICICI Prudential Asset Management Company Limited,140363,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Cumulative Option,5000,06-Dec-2016,,INF109KB1L46
ICICI Prudential Asset Management Company Limited,140364,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Dividend Option,5000,06-Dec-2016,,INF109KB1L53
ICICI Prudential Asset Management Company Limited,140365,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Dividend Option,5000,06-Dec-2016,,INF109KB1L79
ICICI Prudential Asset Management Company Limited,140366,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Cumulative Option,5000,06-Dec-2016,,INF109KB1L61
UTI Asset Management Company Ltd,140367,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Flexi Div Option,Rs 5000,28-Nov-2016,,INF789FC1GK0
UTI Asset Management Company Ltd,140368,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Growth Option,Rs 5000,28-Nov-2016,,INF789FC1GR5
UTI Asset Management Company Ltd,140369,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Annual Div Option,Rs 5000,28-Nov-2016,,INF789FC1GN4
UTI Asset Management Company Ltd,140370,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Quarterly Div Option,Rs 5000,28-Nov-2016,,INF789FC1GM6
UTI Asset Management Company Ltd,140371,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Maturity Div Option,Rs 5000,28-Nov-2016,,INF789FC1GQ7
UTI Asset Management Company Ltd,140372,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Flexi Div Option,Rs 5000,28-Nov-2016,,INF789FC1GL8
UTI Asset Management Company Ltd,140373,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Growth Option,Rs 5000,28-Nov-2016,,INF789FC1GP9
UTI Asset Management Company Ltd,140374,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Maturity Div Option,Rs 5000,28-Nov-2016,,INF789FC1GO2
UTI Asset Management Company Ltd,140375,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Annual Div Option,Rs 5000,28-Nov-2016,,INF789FC1GJ2
UTI Asset Management Company Ltd,140376,UTI - FTIF Series XXV-Plan-XI (1211 Days),Close Ended,Income,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Quarterly Div Option,Rs 5000,28-Nov-2016,,INF789FC1GI4
IDFC Asset Management Company Limited,140381,IDFC HYBRID EQUITY FUND,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,IDFC Hybrid Equity Fund-Regular Plan-Growth,Rs 5000 and thereafter,12-Dec-2016,,INF194KA1U15
IDFC Asset Management Company Limited,140382,IDFC HYBRID EQUITY FUND,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,IDFC Hybrid Equity Fund-Direct Plan-Growth,Rs 5000 and thereafter,12-Dec-2016,,INF194KA1U56
IDFC Asset Management Company Limited,140383,IDFC HYBRID EQUITY FUND,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,IDFC Hybrid Equity Fund-Direct Plan-Dividend,Rs 5000 and thereafter,12-Dec-2016,,INF194KA1U64INF194KA1U72
IDFC Asset Management Company Limited,140384,IDFC HYBRID EQUITY FUND,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,IDFC Hybrid Equity Fund-Regular Plan-Dividend,Rs 5000 and thereafter,12-Dec-2016,,INF194KA1U23INF194KA1U31
BNP Paribas Asset Management India Private Limited,140385,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS  ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,5000,08-Dec-2016,22-Dec-2016,INF251K01ON3
BNP Paribas Asset Management India Private Limited,140386,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,5000,08-Dec-2016,22-Dec-2016,INF251K01OT0
BNP Paribas Asset Management India Private Limited,140387,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC DIVIDEND OPTION,5000,08-Dec-2016,22-Dec-2016,INF251K01OV6INF251K01OU8
BNP Paribas Asset Management India Private Limited,140388,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC DIVIDEND OPTION,5000,08-Dec-2016,22-Dec-2016,INF251K01OP8INF251K01OO1
BNP Paribas Asset Management India Private Limited,141207,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY DIVIDEND,5000,08-Dec-2016,22-Dec-2016,INF251K01PD1INF251K01PC3
BNP Paribas Asset Management India Private Limited,141208,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS  ARBITRAGE FUND DIRECT PLAN MONTHLY DIVIDEND,5000,08-Dec-2016,22-Dec-2016,INF251K01PF6INF251K01PE9
BNP Paribas Asset Management India Private Limited,141209,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS  ARBITRAGE FUND DIRECT PLAN QUARTERLY DIVIDEND,5000,08-Dec-2016,22-Dec-2016,INF251K01PJ8INF251K01PI0
BNP Paribas Asset Management India Private Limited,141210,BNP PARIBAS ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY DIVIDEND,5000,08-Dec-2016,22-Dec-2016,INF251K01PH2INF251K01PG4
Sundaram Asset Management Company Limited,140389,SUNDARAM SELECT MICRO CAP SERIES XI,Close Ended,Growth,SUNDARAM SELECT MICRO CAP SERIES XI - REGULAR PLAN - GROWTH,5000,08-Dec-2016,,INF903JA1583
Sundaram Asset Management Company Limited,140390,SUNDARAM SELECT MICRO CAP SERIES XI,Close Ended,Growth,SUNDARAM SELECT MICRO CAP SERIES XI - REGULAR PLAN - DIVIDEND,5000,08-Dec-2016,,INF903JA1609
Sundaram Asset Management Company Limited,140391,SUNDARAM SELECT MICRO CAP SERIES XI,Close Ended,Growth,SUNDARAM SELECT MICRO CAP SERIES XI - DIRECT PLAN - GROWTH,5000,08-Dec-2016,,INF903JA1617
Sundaram Asset Management Company Limited,140392,SUNDARAM SELECT MICRO CAP SERIES XI,Close Ended,Growth,SUNDARAM SELECT MICRO CAP SERIES XI - DIRECT PLAN - DIVIDEND,5000,08-Dec-2016,,INF903JA1625
SBI Funds Management Private Limited,140393,SBI Dual Advantage Fund - Series XVIII,Close Ended,Income,SBI Dual Advantage Fund - Series XVIII - Direct Plan - Dividend Payout,Rs. 5000/- and in multiples of Re. 1/- thereafter,07-Dec-2016,21-Dec-2016,INF200KA1LL4
